,position,title,place_id,data_id,data_cid,reviews_link,photos_link,gps_coordinates,place_id_search,rating,reviews,price,type,address,open_state,hours,operating_hours,phone,website,service_options,thumbnail,description,unclaimed_listing,user_review
18,19,Bord 27,ChIJefWCEGzzT0YRdLQri2ZIvtc,0x464ff36c1082f579:0xd7be48668b2bb474,15545942568988292212,https://serpapi.com/search.json?data_id=0x464ff36c1082f579%3A0xd7be48668b2bb474&engine=google_maps_reviews&hl=sv,https://serpapi.com/search.json?data_id=0x464ff36c1082f579%3A0xd7be48668b2bb474&engine=google_maps_photos&hl=sv,"{'latitude': 57.6971237, 'longitude': 11.9629155}",https://serpapi.com/search.json?data=%214m5%213m4%211s0x464ff36c1082f579%3A0xd7be48668b2bb474%218m2%213d57.6971237%214d11.9629155&engine=google_maps&google_domain=google.se&hl=sv&start=0&type=place,4.7,937.0,$$,Restaurang,"Haga kyrkogata 14, 411 23 Göteborg, Sverige",Öppet ⋅ Stänger 22:30,Öppet ⋅ Stänger 22:30,"{'torsdag': '17–22:30', 'fredag': '17–22:30', 'lördag': '13–22:30', 'söndag': '13–22:30', 'måndag': '17–22:30', 'tisdag': '17–22:30', 'onsdag': '17–22:30'}",+46 31 10 90 50,https://www.bord27.se/,"{'servering': True, 'avhämtning': True, 'hemkörning': False}",https://lh5.googleusercontent.com/p/AF1QipPkUNXPfCWPPpWSca7UtrPJS5XDFr8fTU5tkX2g=w122-h92-k-no,"Trivsamt ställe med kreativt lokalt kök. Kvarterskrog med lokal meny med fokus på nya varianter av kötträtter, skaldjur och efterrätter, samt vin.",,
19,20,Grano gbg,ChIJf1Y1ih_zT0YRZzFRPSLqB-g,0x464ff31f8a35567f:0xe807ea223d513167,16719589574414774631,https://serpapi.com/search.json?data_id=0x464ff31f8a35567f%3A0xe807ea223d513167&engine=google_maps_reviews&hl=sv,https://serpapi.com/search.json?data_id=0x464ff31f8a35567f%3A0xe807ea223d513167&engine=google_maps_photos&hl=sv,"{'latitude': 57.6986546, 'longitude': 11.9684592}",https://serpapi.com/search.json?data=%214m5%213m4%211s0x464ff31f8a35567f%3A0xe807ea223d513167%218m2%213d57.6986546%214d11.9684592&engine=google_maps&google_domain=google.se&hl=sv&start=0&type=place,4.3,275.0,$$,Restaurang,"Vasagatan 32, 411 24 Göteborg, Sverige",Öppet ⋅ Stänger 00,Öppet ⋅ Stänger 00,"{'torsdag': '17–00', 'fredag': '16–01', 'lördag': '13–01', 'söndag': '15–00', 'måndag': '17–00', 'tisdag': '17–00', 'onsdag': '17–00'}",+46 31 69 50 69,http://www.granogbg.se/,"{'servering': True, 'avhämtning': True, 'hemkörning': False}",https://lh5.googleusercontent.com/p/AF1QipP_JtgyldLdRWhqiT7l1ErwnnIYlmrwrQ917v3A=w122-h92-k-no,,,
0,2,Angelini Göteborg,ChIJa16ogjjzT0YRA9Qs0LdsBDc,0x464ff33882a85e6b:0x37046cb7d02cd403,3964413108720292867,https://serpapi.com/search.json?data_id=0x464ff33882a85e6b%3A0x37046cb7d02cd403&engine=google_maps_reviews&hl=sv,https://serpapi.com/search.json?data_id=0x464ff33882a85e6b%3A0x37046cb7d02cd403&engine=google_maps_photos&hl=sv,"{'latitude': 57.7080651, 'longitude': 11.971185199999999}",https://serpapi.com/search.json?data=%214m5%213m4%211s0x464ff33882a85e6b%3A0x37046cb7d02cd403%218m2%213d57.7080651%214d11.971185199999999&engine=google_maps&google_domain=google.se&hl=sv&start=20&type=place,3.8,48.0,,Italiensk restaurang,"Nils Ericsonsgatan 23, 411 03 Göteborg, Sverige",,,,+46 31 61 71 10,https://ligula.se/angelini-goteborg/,"{'servering': True, 'avhämtning': True, 'hemkörning': False}",https://lh5.googleusercontent.com/p/AF1QipPz0WB8meLKtHTwWxBWBpPBUtEG7Qskuz_B5D20=w138-h92-k-no,,,
1,3,Tvåkanten,ChIJmyp5VXDzT0YR72AR6COKY-I,0x464ff37055792a9b:0xe2638a23e81160ef,16313034162088009967,https://serpapi.com/search.json?data_id=0x464ff37055792a9b%3A0xe2638a23e81160ef&engine=google_maps_reviews&hl=sv,https://serpapi.com/search.json?data_id=0x464ff37055792a9b%3A0xe2638a23e81160ef&engine=google_maps_photos&hl=sv,"{'latitude': 57.699486, 'longitude': 11.97579}",https://serpapi.com/search.json?data=%214m5%213m4%211s0x464ff37055792a9b%3A0xe2638a23e81160ef%218m2%213d57.699486%214d11.97579&engine=google_maps&google_domain=google.se&hl=sv&start=20&type=place,4.2,693.0,$$$,Svensk restaurang,"Kungsportsavenyen 27, 411 36 Göteborg, Sverige",Öppet ⋅ Stänger 23,Öppet ⋅ Stänger 23,"{'torsdag': '11:30–23', 'fredag': '11:30–01', 'lördag': '12–01', 'söndag': 'Stängt', 'måndag': '15–23', 'tisdag': '11:30–23', 'onsdag': '11:30–23'}",+46 31 313 33 36,http://www.tvakanten.se/,"{'servering': True, 'hemkörning': False}",https://lh5.googleusercontent.com/p/AF1QipMh4uNZnIlcMaXdUg36AH6AAz7QXG74tGLZH6dU=w164-h92-k-no,,,
2,4,Prime Grill,ChIJP5kiGHDzT0YRz99zkLLFdwM,0x464ff3701822993f:0x377c5b29073dfcf,249885675060715471,https://serpapi.com/search.json?data_id=0x464ff3701822993f%3A0x377c5b29073dfcf&engine=google_maps_reviews&hl=sv,https://serpapi.com/search.json?data_id=0x464ff3701822993f%3A0x377c5b29073dfcf&engine=google_maps_photos&hl=sv,"{'latitude': 57.7012271, 'longitude': 11.9732852}",https://serpapi.com/search.json?data=%214m5%213m4%211s0x464ff3701822993f%3A0x377c5b29073dfcf%218m2%213d57.7012271%214d11.9732852&engine=google_maps&google_domain=google.se&hl=sv&start=20&type=place,4.3,629.0,$$,Bar och grill,"Kungsportsavenyen 5, 411 36 Göteborg, Sverige",Öppet ⋅ Stänger 03,Öppet ⋅ Stänger 03,"{'torsdag': '17–03', 'fredag': '16–04', 'lördag': '16–04', 'söndag': 'Stängt', 'måndag': 'Stängt', 'tisdag': '17–00', 'onsdag': '17–00'}",+46 31 701 62 00,https://primegrill.se/,"{'servering': True, 'avhämtning': True, 'hemkörning': False}",https://lh5.googleusercontent.com/p/AF1QipMcaTOVkS37_KxT-eF9hpSG4X7fsCbfVwYNYR4W=w138-h92-k-no,,,"""Trevlig restaurang på avenyn med trevlig personal."""
3,5,La Cucina,ChIJLURKSHbzT0YR9DuLi1AyS-I,0x464ff376484a442d:0xe24b32508b8b3bf4,16306182197344943092,https://serpapi.com/search.json?data_id=0x464ff376484a442d%3A0xe24b32508b8b3bf4&engine=google_maps_reviews&hl=sv,https://serpapi.com/search.json?data_id=0x464ff376484a442d%3A0xe24b32508b8b3bf4&engine=google_maps_photos&hl=sv,"{'latitude': 57.6976776, 'longitude': 11.986173599999999}",https://serpapi.com/search.json?data=%214m5%213m4%211s0x464ff376484a442d%3A0xe24b32508b8b3bf4%218m2%213d57.6976776%214d11.986173599999999&engine=google_maps&google_domain=google.se&hl=sv&start=20&type=place,4.7,370.0,$$$,Italiensk restaurang,"Skånegatan 33, 412 52 Göteborg, Sverige",Stänger snart ⋅ 22 ⋅ Öppnar kl. 17 på fre,Stänger snart ⋅ 22 ⋅ Öppnar kl. 17 på fre,"{'torsdag': '17–22', 'fredag': '17–22', 'lördag': '13–22', 'söndag': 'Stängt', 'måndag': 'Stängt', 'tisdag': '17–22', 'onsdag': '17–22'}",+46 31 16 63 07,http://www.lacucinaitaliana.nu/,"{'servering': True, 'avhämtning': True, 'hemkörning': False}",https://lh5.googleusercontent.com/p/AF1QipPcCoRYq-rTBFWJI788jmhRbq1WdPZZl7hwzilS=w122-h92-k-no,Innovativa italienska rätter i fin miljö. Kreativa italienska rätter kombineras med viner på den här sofistikerade restaurangen med tegelväggar.,True,
4,6,Familjen,ChIJ_cKfbnHzT0YRQsIyJ3paSeE,0x464ff3716e9fc2fd:0xe1495a7a2732c242,16233605812523811394,https://serpapi.com/search.json?data_id=0x464ff3716e9fc2fd%3A0xe1495a7a2732c242&engine=google_maps_reviews&hl=sv,https://serpapi.com/search.json?data_id=0x464ff3716e9fc2fd%3A0xe1495a7a2732c242&engine=google_maps_photos&hl=sv,"{'latitude': 57.697465699999995, 'longitude': 11.9761759}",https://serpapi.com/search.json?data=%214m5%213m4%211s0x464ff3716e9fc2fd%3A0xe1495a7a2732c242%218m2%213d57.697465699999995%214d11.9761759&engine=google_maps&google_domain=google.se&hl=sv&start=20&type=place,4.3,1097.0,$$,Svensk restaurang,"Arkivgatan 7, 411 34 Göteborg, Sverige",Öppet ⋅ Stänger 00,Öppet ⋅ Stänger 00,"{'torsdag': '17–00', 'fredag': '17–01', 'lördag': '17–01', 'söndag': 'Stängt', 'måndag': '17–23', 'tisdag': '17–23', 'onsdag': '17–00'}",+46 31 20 79 79,http://www.restaurangfamiljen.se/,"{'servering': True, 'hemkörning': False}",https://lh5.googleusercontent.com/p/AF1QipMboHSdGI_ZuiiiJXPm-WrBQfvmUBV5HMng8-k_=w122-h92-k-no,,,
5,7,Barrique Vinbar,ChIJuyjp9nDzT0YR04ZfhdPRkyw,0x464ff370f6e928bb:0x2c93d1d3855f86d3,3212141665651230419,https://serpapi.com/search.json?data_id=0x464ff370f6e928bb%3A0x2c93d1d3855f86d3&engine=google_maps_reviews&hl=sv,https://serpapi.com/search.json?data_id=0x464ff370f6e928bb%3A0x2c93d1d3855f86d3&engine=google_maps_photos&hl=sv,"{'latitude': 57.6992895, 'longitude': 11.9832559}",https://serpapi.com/search.json?data=%214m5%213m4%211s0x464ff370f6e928bb%3A0x2c93d1d3855f86d3%218m2%213d57.6992895%214d11.9832559&engine=google_maps&google_domain=google.se&hl=sv&start=20&type=place,4.4,560.0,$$,Restaurang,"Berzeliigatan 18, 411 36 Göteborg, Sverige",Öppet ⋅ Stänger 00,Öppet ⋅ Stänger 00,"{'torsdag': '11:30–14:30', 'fredag': '11:30–14:30', 'lördag': '12–15:30', 'söndag': 'Stängt', 'måndag': '17–00', 'tisdag': '11:30–14:30', 'onsdag': '11:30–14:30'}",+46 31 20 86 90,http://www.barrique.nu/,"{'servering': True, 'hämtning_utanför': True, 'kontaktfri_leverans': True}",https://lh5.googleusercontent.com/p/AF1QipPTk0bO19nocqCAA1XndGUhK7lq-YFVLGC2foM2=w122-h92-k-no,,,
6,8,Bommen Restaurang & Bar,ChIJY-HXNWHzT0YRqHXG8XYcXos,0x464ff36135d7e163:0x8b5e1c76f1c675a8,10042495516270818728,https://serpapi.com/search.json?data_id=0x464ff36135d7e163%3A0x8b5e1c76f1c675a8&engine=google_maps_reviews&hl=sv,https://serpapi.com/search.json?data_id=0x464ff36135d7e163%3A0x8b5e1c76f1c675a8&engine=google_maps_photos&hl=sv,"{'latitude': 57.7096229, 'longitude': 11.9645128}",https://serpapi.com/search.json?data=%214m5%213m4%211s0x464ff36135d7e163%3A0x8b5e1c76f1c675a8%218m2%213d57.7096229%214d11.9645128&engine=google_maps&google_domain=google.se&hl=sv&start=20&type=place,4.1,134.0,$$,Skandinavisk restaurang,"Torggatan 1, 411 05 Göteborg, Sverige",Öppet ⋅ Stänger 01,Öppet ⋅ Stänger 01,"{'torsdag': '16–01', 'fredag': '16–03', 'lördag': '15–03', 'söndag': '20–01', 'måndag': 'Stängt', 'tisdag': 'Stängt', 'onsdag': '16–01'}",+46 31 711 16 06,http://www.bommen.nu/,"{'servering': True, 'hemkörning': False}",https://lh5.googleusercontent.com/p/AF1QipNuFI-YdDPrv1M7X0QIB02j5-LWiTXvf3BAf3F-=w141-h92-k-no,,,
7,9,Upper House Dining,ChIJc_HthZ3zT0YRgpv9a724728,0x464ff39d85edf173:0x6fefb8bd6bfd9b82,8065868581343959938,https://serpapi.com/search.json?data_id=0x464ff39d85edf173%3A0x6fefb8bd6bfd9b82&engine=google_maps_reviews&hl=sv,https://serpapi.com/search.json?data_id=0x464ff39d85edf173%3A0x6fefb8bd6bfd9b82&engine=google_maps_photos&hl=sv,"{'latitude': 57.6975048, 'longitude': 11.9895011}",https://serpapi.com/search.json?data=%214m5%213m4%211s0x464ff39d85edf173%3A0x6fefb8bd6bfd9b82%218m2%213d57.6975048%214d11.9895011&engine=google_maps&google_domain=google.se&hl=sv&start=20&type=place,4.4,40.0,,Exklusiv restaurang,"Mässans gata 24, 412 51 Göteborg, Sverige",Öppet ⋅ Stänger 23,Öppet ⋅ Stänger 23,"{'torsdag': '18–23', 'fredag': '12–02', 'lördag': '12–02', 'söndag': 'Stängt', 'måndag': 'Stängt', 'tisdag': 'Stängt', 'onsdag': '18–23'}",+46 31 708 82 00,https://upperhouse.se/start/dining/,"{'servering': True, 'hämtning_utanför': True, 'hemkörning': False}",https://lh5.googleusercontent.com/p/AF1QipNRTDBLD_RgAa7Hf8lZO3ZLlS0-Z55pKee6ZLmi=w80-h100-k-no,,True,
8,10,Ristorante Fontana di Trevi,ChIJmVrCFGjzT0YRDWGxZaSoYgI,0x464ff36814c25a99:0x262a8a465b1610d,171885159827726605,https://serpapi.com/search.json?data_id=0x464ff36814c25a99%3A0x262a8a465b1610d&engine=google_maps_reviews&hl=sv,https://serpapi.com/search.json?data_id=0x464ff36814c25a99%3A0x262a8a465b1610d&engine=google_maps_photos&hl=sv,"{'latitude': 57.7029728, 'longitude': 11.957676399999999}",https://serpapi.com/search.json?data=%214m5%213m4%211s0x464ff36814c25a99%3A0x262a8a465b1610d%218m2%213d57.7029728%214d11.957676399999999&engine=google_maps&google_domain=google.se&hl=sv&start=20&type=place,4.3,609.0,$$,Italiensk restaurang,"Kungsgatan 6B, 411 19 Göteborg, Sverige",Stänger snart ⋅ 22 ⋅ Öppnar kl. 15 på fre,Stänger snart ⋅ 22 ⋅ Öppnar kl. 15 på fre,"{'torsdag': '17–22', 'fredag': '15–00', 'lördag': '14–00', 'söndag': 'Stängt', 'måndag': 'Stängt', 'tisdag': '17–22', 'onsdag': '17–22'}",+46 31 13 73 72,http://fontanaditrevi.se/,"{'servering': True, 'avhämtning': True, 'hemkörning': False}",https://lh5.googleusercontent.com/p/AF1QipPCwIQ5AChfGj5ZnNnczh0orgae1funWJh82ei-=w138-h92-k-no,,,
9,11,Restaurang Zaffran Göteborg,ChIJlyPZuWTzT0YRyONZ__a8QXc,0x464ff364b9d92397:0x7741bcf6ff59e3c8,8593357333031674824,https://serpapi.com/search.json?data_id=0x464ff364b9d92397%3A0x7741bcf6ff59e3c8&engine=google_maps_reviews&hl=sv,https://serpapi.com/search.json?data_id=0x464ff364b9d92397%3A0x7741bcf6ff59e3c8&engine=google_maps_photos&hl=sv,"{'latitude': 57.707079, 'longitude': 11.9738467}",https://serpapi.com/search.json?data=%214m5%213m4%211s0x464ff364b9d92397%3A0x7741bcf6ff59e3c8%218m2%213d57.707079%214d11.9738467&engine=google_maps&google_domain=google.se&hl=sv&start=20&type=place,3.8,637.0,$$,Persisk restaurang,"Stora Nygatan 3A, 411 08 Göteborg, Sverige",Stänger snart ⋅ 22 ⋅ Öppnar kl. 11 på fre,Stänger snart ⋅ 22 ⋅ Öppnar kl. 11 på fre,"{'torsdag': '11–22', 'fredag': '11–23', 'lördag': '11–23', 'söndag': '11–22:30', 'måndag': '11–22', 'tisdag': '11–22', 'onsdag': '11–22'}",+46 31 10 11 01,https://restaurangzaffran.gastrogate.com/,"{'servering': True, 'avhämtning': True}",https://lh5.googleusercontent.com/p/AF1QipOeBxCU_co2KIBI3foLTSNqoRrdRRnj-azJmRsF=w122-h92-k-no,,,
10,12,Restaurang Piga,ChIJw88j17WMT0YRHlJwW7Nw2zw,0x464f8cb5d723cfc3:0x3cdb70b35b70521e,4385222577810854430,https://serpapi.com/search.json?data_id=0x464f8cb5d723cfc3%3A0x3cdb70b35b70521e&engine=google_maps_reviews&hl=sv,https://serpapi.com/search.json?data_id=0x464f8cb5d723cfc3%3A0x3cdb70b35b70521e&engine=google_maps_photos&hl=sv,"{'latitude': 57.6998021, 'longitude': 11.9094758}",https://serpapi.com/search.json?data=%214m5%213m4%211s0x464f8cb5d723cfc3%3A0x3cdb70b35b70521e%218m2%213d57.6998021%214d11.9094758&engine=google_maps&google_domain=google.se&hl=sv&start=20&type=place,4.6,711.0,$$,Restaurang,"Ostindiefararen 11, 417 65 Göteborg, Sverige",Öppet ⋅ Stänger 23,Öppet ⋅ Stänger 23,"{'torsdag': '17–23', 'fredag': '17–23', 'lördag': '13–23', 'söndag': '13–23', 'måndag': '17–23', 'tisdag': '17–23', 'onsdag': '17–23'}",+46 31 23 04 44,http://www.restaurangpiga.se/,"{'servering': True, 'hemkörning': False}",https://lh5.googleusercontent.com/p/AF1QipP7212Kwr2sbcL1yMEmrrGaMcTgEAXgHRotMwAh=w122-h92-k-no,,,
11,13,Mr P,ChIJAQAAPHTzT0YRl6u9t3zry7A,0x464ff3743c000001:0xb0cbeb7cb7bdab97,12739534891838712727,https://serpapi.com/search.json?data_id=0x464ff3743c000001%3A0xb0cbeb7cb7bdab97&engine=google_maps_reviews&hl=sv,https://serpapi.com/search.json?data_id=0x464ff3743c000001%3A0xb0cbeb7cb7bdab97&engine=google_maps_photos&hl=sv,"{'latitude': 57.696846, 'longitude': 11.980527799999999}",https://serpapi.com/search.json?data=%214m5%213m4%211s0x464ff3743c000001%3A0xb0cbeb7cb7bdab97%218m2%213d57.696846%214d11.980527799999999&engine=google_maps&google_domain=google.se&hl=sv&start=20&type=place,4.3,701.0,$$,Modern europeisk restaurang,"Götaplatsen, 412 56 Göteborg, Sverige",Öppet ⋅ Stänger 00,Öppet ⋅ Stänger 00,"{'torsdag': '17–00', 'fredag': '17–00', 'lördag': '17–00', 'söndag': 'Stängt', 'måndag': '17–23', 'tisdag': '17–23', 'onsdag': '17–23'}",+46 31 16 09 80,http://www.mr-p.se/,"{'servering': True, 'avhämtning': True, 'hemkörning': False}",https://lh5.googleusercontent.com/p/AF1QipNezGqcTB5v4g01ArhxA5lpWE83lbpKysllrpKR=w157-h92-k-no,,,
12,14,Restaurang Angelos,ChIJj4hOc3fzT0YRE3XBIQpS1HQ,0x464ff377734e888f:0x74d4520a21c17513,8418443806931776787,https://serpapi.com/search.json?data_id=0x464ff377734e888f%3A0x74d4520a21c17513&engine=google_maps_reviews&hl=sv,https://serpapi.com/search.json?data_id=0x464ff377734e888f%3A0x74d4520a21c17513&engine=google_maps_photos&hl=sv,"{'latitude': 57.699999999999996, 'longitude': 11.984444499999999}",https://serpapi.com/search.json?data=%214m5%213m4%211s0x464ff377734e888f%3A0x74d4520a21c17513%218m2%213d57.699999999999996%214d11.984444499999999&engine=google_maps&google_domain=google.se&hl=sv&start=20&type=place,4.0,545.0,$$,Italiensk restaurang,"Sten Sturegatan 17, 412 52 Göteborg, Sverige",Stänger snart ⋅ 22 ⋅ Öppnar kl. 15 på fre,Stänger snart ⋅ 22 ⋅ Öppnar kl. 15 på fre,"{'torsdag': '16–22', 'fredag': '15–23', 'lördag': '12–23', 'söndag': '13–22', 'måndag': '16–22', 'tisdag': '16–22', 'onsdag': '16–22'}",+46 31 18 88 93,https://www.restaurangangelos.se/,"{'servering': True, 'avhämtning': True, 'hemkörning': True}",https://lh5.googleusercontent.com/p/AF1QipObQYZvIhbK0CR00CFfFAHnbZUQi6wozGbkq5gg=w122-h92-k-no,"Enkel servering med italienska rätter. Enkel restaurang med italienska rätter som grillat kött, hemgjord pasta, pizza och vin.",True,
13,15,Restaurang Carbon,ChIJHQJnKsbzT0YRNdVL36jxuno,0x464ff3c62a67021d:0x7abaf1a8df4bd535,8843646525898478901,https://serpapi.com/search.json?data_id=0x464ff3c62a67021d%3A0x7abaf1a8df4bd535&engine=google_maps_reviews&hl=sv,https://serpapi.com/search.json?data_id=0x464ff3c62a67021d%3A0x7abaf1a8df4bd535&engine=google_maps_photos&hl=sv,"{'latitude': 57.709525, 'longitude': 11.980692399999999}",https://serpapi.com/search.json?data=%214m5%213m4%211s0x464ff3c62a67021d%3A0x7abaf1a8df4bd535%218m2%213d57.709525%214d11.980692399999999&engine=google_maps&google_domain=google.se&hl=sv&start=20&type=place,4.8,180.0,,Restaurang,"Barnhusgatan 2, 411 02 Göteborg, Sverige",Öppet ⋅ Stänger 00,Öppet ⋅ Stänger 00,"{'torsdag': '17–00', 'fredag': '17–00', 'lördag': '17–00', 'söndag': 'Stängt', 'måndag': 'Stängt', 'tisdag': 'Stängt', 'onsdag': '17–00'}",+46 31 15 55 61,http://www.restaurangcarbon.se/,"{'servering': True, 'hemkörning': False}",https://lh5.googleusercontent.com/p/AF1QipMCK95VeedYpTakKYJL_XH0TyBWLnv0PNz0NDhT=w137-h92-k-no,Elegant restaurang med avsmakningsmeny. Exklusiv restaurang med avsmakningsmeny och vinpaket i trendig miljö.,,
14,16,Kungstorget,ChIJk0sfkGXzT0YR06Em7peYqTA,0x464ff365901f4b93:0x30a99897ee26a1d3,3506501563187634643,https://serpapi.com/search.json?data_id=0x464ff365901f4b93%3A0x30a99897ee26a1d3&engine=google_maps_reviews&hl=sv,https://serpapi.com/search.json?data_id=0x464ff365901f4b93%3A0x30a99897ee26a1d3&engine=google_maps_photos&hl=sv,"{'latitude': 57.7039002, 'longitude': 11.9679471}",https://serpapi.com/search.json?data=%214m5%213m4%211s0x464ff365901f4b93%3A0x30a99897ee26a1d3%218m2%213d57.7039002%214d11.9679471&engine=google_maps&google_domain=google.se&hl=sv&start=20&type=place,4.1,505.0,$$,Bistro,"7, 411 17 Göteborg, Sverige",Öppet ⋅ Stänger 22:30,Öppet ⋅ Stänger 22:30,"{'torsdag': '11:30–22:30', 'fredag': '11:30–01', 'lördag': '11:30–01', 'söndag': '11:30–17', 'måndag': '11:30–22', 'tisdag': '11:30–22:30', 'onsdag': '11:30–22:30'}",+46 31 13 92 90,http://www.kungstorget.com/,"{'servering': True, 'avhämtning': True, 'hemkörning': False}",https://lh5.googleusercontent.com/p/AF1QipMfRiFqzdbugJUkMXb0OzMA-XjdhRSd0OuA91gh=w163-h92-k-no,,,
15,17,The Barn,ChIJK1IOMyqw6UMRzqyaMNgiVds,0x43e9b02a330e522b:0xdb5522d8309aacce,15804576779250347214,https://serpapi.com/search.json?data_id=0x43e9b02a330e522b%3A0xdb5522d8309aacce&engine=google_maps_reviews&hl=sv,https://serpapi.com/search.json?data_id=0x43e9b02a330e522b%3A0xdb5522d8309aacce&engine=google_maps_photos&hl=sv,"{'latitude': 57.7043737, 'longitude': 11.962770299999999}",https://serpapi.com/search.json?data=%214m5%213m4%211s0x43e9b02a330e522b%3A0xdb5522d8309aacce%218m2%213d57.7043737%214d11.962770299999999&engine=google_maps&google_domain=google.se&hl=sv&start=20&type=place,4.5,2837.0,$$,Hamburgerrestaurang,"Kyrkogatan 11, 411 15 Göteborg, Sverige",Öppet ⋅ Stänger 23,Öppet ⋅ Stänger 23,"{'torsdag': '11:30–14', 'fredag': '11:30–14', 'lördag': '12–00', 'söndag': '13–21', 'måndag': 'Stängt', 'tisdag': '17–23', 'onsdag': '17–23'}",+46 31 352 49 49,http://www.thebarn.se/,"{'servering': True, 'avhämtning': True}",https://lh5.googleusercontent.com/p/AF1QipO6PNi56MXv2iMeWfRcuAmcX8j9d-uHjGKiqYFB=w136-h92-k-no,,,
16,18,Olivia Avenyn,ChIJFfJyBODzT0YRvXN0qNkwEeI,0x464ff3e00472f215:0xe21130d9a87473bd,16289855038568035261,https://serpapi.com/search.json?data_id=0x464ff3e00472f215%3A0xe21130d9a87473bd&engine=google_maps_reviews&hl=sv,https://serpapi.com/search.json?data_id=0x464ff3e00472f215%3A0xe21130d9a87473bd&engine=google_maps_photos&hl=sv,"{'latitude': 57.701719499999996, 'longitude': 11.9726277}",https://serpapi.com/search.json?data=%214m5%213m4%211s0x464ff3e00472f215%3A0xe21130d9a87473bd%218m2%213d57.701719499999996%214d11.9726277&engine=google_maps&google_domain=google.se&hl=sv&start=20&type=place,4.2,1101.0,$$,Italiensk restaurang,"Kungsportsavenyen 1, 411 36 Göteborg, Sverige",Öppet ⋅ Stänger 23,Öppet ⋅ Stänger 23,"{'torsdag': '11:30–23', 'fredag': '11:30–00', 'lördag': '12–00', 'söndag': '13–22', 'måndag': '11:30–22', 'tisdag': '11:30–22', 'onsdag': '11:30–23'}",+46 31 54 70 00,https://oliviarestauranger.se/,"{'servering': True, 'avhämtning': True}",https://lh5.googleusercontent.com/p/AF1QipNNvZ63-kcHqk5-0d3tPCeEe2wUmvsB15Q9eEWi=w138-h92-k-no,,,
17,19,Restaurang & Bar Avalon,ChIJuQatm2XzT0YRKymD2LfbLrk,0x464ff3659bad06b9:0xb92edbb7d883292b,13343844328603330859,https://serpapi.com/search.json?data_id=0x464ff3659bad06b9%3A0xb92edbb7d883292b&engine=google_maps_reviews&hl=sv,https://serpapi.com/search.json?data_id=0x464ff3659bad06b9%3A0xb92edbb7d883292b&engine=google_maps_photos&hl=sv,"{'latitude': 57.7039767, 'longitude': 11.968236099999999}",https://serpapi.com/search.json?data=%214m5%213m4%211s0x464ff3659bad06b9%3A0xb92edbb7d883292b%218m2%213d57.7039767%214d11.968236099999999&engine=google_maps&google_domain=google.se&hl=sv&start=20&type=place,4.3,574.0,$$$,Modern europeisk restaurang,"Kungstorget 9, 411 17 Göteborg, Sverige",Öppet ⋅ Stänger 00,Öppet ⋅ Stänger 00,"{'torsdag': '11:30–00', 'fredag': '11:30–01', 'lördag': '12–01', 'söndag': 'Stängt', 'måndag': '11:30–00', 'tisdag': '11:30–00', 'onsdag': '11:30–00'}",+46 31 751 02 36,http://www.avalonhotel.se/sv/ata/,"{'servering': True, 'avhämtning': True, 'hemkörning': False}",https://lh5.googleusercontent.com/p/AF1QipPhQCRz7H0Gmsyc5Jhsbi8qnhlBP2Q2h5ZMmpZW=w122-h92-k-no,,,
